id,level,sector,filiere,degree
50022135T,Niveau 5,Transformation,"Agro-alimentaire, alimentation, cuisine",Boucher (CAP)
50022136S,Niveau 5,Transformation,"Agro-alimentaire, alimentation, cuisine",Pâtissier (CAP)
50022332V,Niveau 5,Transformation,"Métallurgie (y compris sidérurgie, fonderie, non ferreux ...)",Doreur à la feuille ornemaniste (CAP)
50022338V,Niveau 5,Transformation,"Métallurgie (y compris sidérurgie, fonderie, non ferreux ...)",Bijoutier option : polissage (CAP)
50022339V,Niveau 5,Transformation,"Métallurgie (y compris sidérurgie, fonderie, non ferreux ...)",Lapidaire option A : diamant (CAP)
50022343V,Niveau 5,Transformation,"Métallurgie (y compris sidérurgie, fonderie, non ferreux ...)",Lapidaire option B : pierres de couleur (CAP)
50022357V,Niveau 5,Transformation,"Métallurgie (y compris sidérurgie, fonderie, non ferreux ...)",Art du bijou et du joyau (CAP)
50022361V,Niveau 5,Transformation,"Métallurgie (y compris sidérurgie, fonderie, non ferreux ...)",Art et techniques de la bijouterie-joaillerie option : bijouterie-joaillerie (CAP)
50022363V,Niveau 5,Transformation,"Métallurgie (y compris sidérurgie, fonderie, non ferreux ...)",Art et techniques de la bijouterie-joaillerie option : polissage-finition (CAP)
50022430V,Niveau 5,Transformation,"Matériaux de construction, verre, céramique",Souffleur de verre option : verrerie scientifique (CAP)
50022705S,Niveau 5,Transformation,"Energie, génie climatique (y compris énergie nucléaire, thermique, hydraulique, utilités : froid, climatis., chauffage)",Installations thermiques (CAP)
50022706S,Niveau 5,Transformation,"Energie, génie climatique (y compris énergie nucléaire, thermique, hydraulique, utilités : froid, climatis., chauffage)",Froid et climatisation (CAP)
50022713S,Niveau 5,Transformation,"Energie, génie climatique (y compris énergie nucléaire, thermique, hydraulique, utilités : froid, climatis., chauffage)",Installateur thermique (CAP)
50023002R,Niveau 5,"Génie civil, construction, bois","Spécialités pluri-technologiques, génie civile, construction, bois",Maintenance des bâtiments de collectivités (CAP)
50023003N,Niveau 5,"Génie civil, construction, bois","Spécialités pluri-technologiques, génie civile, construction, bois",Dessinateur industriel d'ameublement (CAP départemental)
50023107S,Niveau 5,"Génie civil, construction, bois","Mines et carrières, génie civile topographie",Construction en canalisations de travaux publics (CAP)
50023111S,Niveau 5,"Génie civil, construction, bois","Mines et carrières, génie civile topographie",Construction en ouvrage d'art (CAP)
50023115S,Niveau 5,"Génie civil, construction, bois","Mines et carrières, génie civile topographie",Constructeur de routes (CAP)
50023116S,Niveau 5,"Génie civil, construction, bois","Mines et carrières, génie civile topographie",Constructeur en canalisations des travaux publics (CAP)
50023118U,Niveau 5,"Génie civil, construction, bois","Mines et carrières, génie civile topographie",Conducteur d'engins : travaux publics et carrières (CAP)
50023206S,Niveau 5,"Génie civil, construction, bois",Bâtiment : construction et couverture,Métiers de la pierre (CAP)
50023208S,Niveau 5,"Génie civil, construction, bois",Bâtiment : construction et couverture,Construction en béton armé du bâtiment (CAP)
50023210S,Niveau 5,"Génie civil, construction, bois",Bâtiment : construction et couverture,Construction maçonnerie béton armé (CAP)
50023216S,Niveau 5,"Génie civil, construction, bois",Bâtiment : construction et couverture,Tailleur de pierre- marbrier du bâtiment et de la décoration (CAP)
50023217S,Niveau 5,"Génie civil, construction, bois",Bâtiment : construction et couverture,Maçon (CAP)
50023218S,Niveau 5,"Génie civil, construction, bois",Bâtiment : construction et couverture,Couvreur (CAP)
50023219S,Niveau 5,"Génie civil, construction, bois",Bâtiment : construction et couverture,Constructeur en béton armé du bâtiment (CAP)
50023304S,Niveau 5,"Génie civil, construction, bois",Bâtiment : finitions,Etanchéité du bâtiment et travaux publics (CAP)
50023310S,Niveau 5,"Génie civil, construction, bois",Bâtiment : finitions,Sols et moquettes (CAP)
50023311V,Niveau 5,"Génie civil, construction, bois",Bâtiment : finitions,Staffeur ornemaniste (CAP)
50023312P,Niveau 5,"Génie civil, construction, bois",Bâtiment : finitions,Aide-métreur en peinture et vitrerie (CAP départemental)
50023314S,Niveau 5,"Génie civil, construction, bois",Bâtiment : finitions,"Construction d'ouvrages du bâtiment en aluminium, verre et matériaux de synthèse (CAP)"
50023315S,Niveau 5,"Génie civil, construction, bois",Bâtiment : finitions,Carrelage mosaïque (CAP)
50023316S,Niveau 5,"Génie civil, construction, bois",Bâtiment : finitions,Plâtrerie et plaques (CAP)
50023317S,Niveau 5,"Génie civil, construction, bois",Bâtiment : finitions,Installateur sanitaire (CAP)
50023318S,Niveau 5,"Génie civil, construction, bois",Bâtiment : finitions,Carreleur mosaïste (CAP)
50023319S,Niveau 5,"Génie civil, construction, bois",Bâtiment : finitions,Peintre-applicateur de revêtement (CAP)
50023320S,Niveau 5,"Génie civil, construction, bois",Bâtiment : finitions,Solier-moquettiste (CAP)
50023321S,Niveau 5,"Génie civil, construction, bois",Bâtiment : finitions,Etancheur du bâtiment et des travaux publics (CAP)
50023322S,Niveau 5,"Génie civil, construction, bois",Bâtiment : finitions,"Constructeur d'ouvrages du bâtiment en aluminium, verre et matériaux de synthèse (CAP)"
50023323S,Niveau 5,"Génie civil, construction, bois",Bâtiment : finitions,Plâtrier-plaquiste (CAP)
50023401S,Niveau 5,"Génie civil, construction, bois",Travail du bois et de l'ameublement,Charpente (CAP)
50023411S,Niveau 5,"Génie civil, construction, bois",Travail du bois et de l'ameublement,Menuisier en sièges (CAP)
50023424S,Niveau 5,"Génie civil, construction, bois",Travail du bois et de l'ameublement,Menuiserie - agencement (CAP)
50023430V,Niveau 5,"Génie civil, construction, bois",Travail du bois et de l'ameublement,Arts du bois option A : sculpteur ornemaniste (CAP)
50023431V,Niveau 5,"Génie civil, construction, bois",Travail du bois et de l'ameublement,Arts du bois option B : tourneur (CAP)
50023432V,Niveau 5,"Génie civil, construction, bois",Travail du bois et de l'ameublement,Arts du bois option C : marqueteur (CAP)
50023433V,Niveau 5,"Génie civil, construction, bois",Travail du bois et de l'ameublement,Encadreur (CAP)
50023437S,Niveau 5,"Génie civil, construction, bois",Travail du bois et de l'ameublement,Ebéniste (CAP)
50023439S,Niveau 5,"Génie civil, construction, bois",Travail du bois et de l'ameublement,Charpentier bois (CAP)
50023440S,Niveau 5,"Génie civil, construction, bois",Travail du bois et de l'ameublement,Constructeur bois (CAP)
50023441S,Niveau 5,"Génie civil, construction, bois",Travail du bois et de l'ameublement,"Menuisier fabricant de menuiserie, mobilier et agencement (CAP)"
50023442S,Niveau 5,"Génie civil, construction, bois",Travail du bois et de l'ameublement,Menuisier installateur (CAP)
50024005T,Niveau 5,Matériaux souples,Spécialités pluritechnologiques matériaux souples,Métier du pressing (CAP)
50024006T,Niveau 5,Matériaux souples,Spécialités pluritechnologiques matériaux souples,Métiers de la Blanchisserie (CAP)
50024124S,Niveau 5,Matériaux souples,Textile,Plumassière (CAP départemental)
50024125S,Niveau 5,Matériaux souples,Textile,Rentrayeur option A : tapis (CAP)
50024126S,Niveau 5,Matériaux souples,Textile,Rentrayeur option B : tapisserie (CAP)
50024127V,Niveau 5,Matériaux souples,Textile,Arts de la broderie (CAP)
50024233S,Niveau 5,Matériaux souples,Habillement (y compris mode et couture),Tailleur dame (CAP)
